question_id,source_layer,department,section_or_level,question_text,answer_status,answer_column,dropdown_module,destination_view,local_ollama_enabled,web_research_enabled,fidic_check_enabled,egypt_law_check_enabled,project_data_required,evidence_fields_required,response_template,search_keywords,source_file
QB-MAIN-0001,Main Technical Question Bank,Executive Technical Oversight,Technical Governance,"What technical issue is currently creating the highest schedule, cost, safety, quality, or contractual exposure?",Needs project-specific AI answer,,Problem Solving Engine,Question Bank / Live Solver,YES,YES,YES,YES,YES,issue | evidence | owner | impact | decision | deadline | escalation | closure,Issue → Evidence → Root Cause → Impact → Decision Required → Owner & Deadline → Closure Evidence,"Executive Technical Oversight, Technical Governance, schedule, cost, quality, safety, contract",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0071,Learning / Know-How Question Bank,Planning & Scheduling,Professional / Expert Level,"How do I automate, digitize, or standardize WBS logic, calendars, relationships, constraints, float analysis, Time Impact Analysis, progress validation, recovery modelling without mixing data between projects or weakening auditability?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Planning & Scheduling, Professional / Expert Level, ai, data, audit",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0072,Learning / Know-How Question Bank,Planning & Scheduling,Professional / Expert Level,"How do I mentor junior and intermediate staff so their questions evolve from task execution to technical judgment, commercial awareness, and leadership?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Planning & Scheduling, Professional / Expert Level, mentor",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0073,Learning / Know-How Question Bank,Project Controls,Entry Level,"How do I understand the core purpose of Project Controls and its role in integration of schedule, cost, progress, risk, productivity, procurement, cash flow, and management reporting?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Entry Level, schedule, cost, risk",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0074,Learning / Know-How Question Bank,Project Controls,Entry Level,"How do I identify, read, and control the basic records used by this department, including earned value report, cost-loaded schedule, progress report, dashboard, productivity report, risk register, forecast file?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Entry Level, dashboard, schedule, cost, risk, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0075,Learning / Know-How Question Bank,Project Controls,Entry Level,"How do I recognize the latest approved information before using it for earned value, forecasting, or variance analysis?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Entry Level, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0076,Learning / Know-How Question Bank,Project Controls,Entry Level,"How do I collect, label, save, and communicate evidence so it can support future decisions, audits, claims, or handover?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Entry Level, ai, evidence, audit, claims",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0077,Learning / Know-How Question Bank,Project Controls,Entry Level,"How do I detect basic errors, missing documents, outdated revisions, wrong quantities, wrong dates, or unapproved assumptions in KPIs?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Entry Level",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0078,Learning / Know-How Question Bank,Project Controls,Entry Level,"How do I know when an issue should be escalated to a senior engineer, manager, commercial team, HSE, QA/QC, or client-facing role?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Entry Level, hse",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0079,Learning / Know-How Question Bank,Project Controls,Intermediate Level,"How do I apply the standard workflow for earned value from request/initiation through review, approval, execution, and closure?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Intermediate Level",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0080,Learning / Know-How Question Bank,Project Controls,Intermediate Level,"How do I coordinate Project Controls inputs with Planning, Cost, Procurement, QA/QC, HSE, Site, Finance, Contracts, and Maintenance?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Intermediate Level, ai, cost, hse, maintenance",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0081,Learning / Know-How Question Bank,Project Controls,Intermediate Level,How do I validate the technical quality of forecasting and explain whether the available data is sufficient for decision-making?,Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Intermediate Level, ai, data, quality, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0082,Learning / Know-How Question Bank,Project Controls,Intermediate Level,"How do I compare planned versus actual performance for variance analysis and identify variance, root cause, responsible party, and immediate action?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Intermediate Level",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0083,Learning / Know-How Question Bank,Project Controls,Intermediate Level,"How do I prepare a professional response, register update, technical note, dashboard input, or management summary for KPIs?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Intermediate Level, dashboard",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0084,Learning / Know-How Question Bank,Project Controls,Intermediate Level,"How do I decide whether an issue affects time, cost, cash flow, quality, HSE, contractual entitlement, operational continuity, or client satisfaction?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Intermediate Level, cost, quality, hse",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0085,Learning / Know-How Question Bank,Project Controls,Advanced Level,"How do I perform root-cause analysis for repeated or high-impact problems related to earned value, forecasting, and variance analysis?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Advanced Level, root-cause, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0086,Learning / Know-How Question Bank,Project Controls,Advanced Level,"How do I quantify or forecast the impact of KPIs on schedule, cost, productivity, cash flow, quality, safety, or maintenance reliability?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Advanced Level, ai, schedule, cost, quality, maintenance, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0087,Learning / Know-How Question Bank,Project Controls,Advanced Level,"How do I optimize EVM, SPI/CPI, forecasting, trend analysis, project dashboards, variance narratives, early-warning metrics so the department improves speed, accuracy, risk control, and decision quality?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Advanced Level, dashboard, risk, quality, optimize, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0088,Learning / Know-How Question Bank,Project Controls,Advanced Level,"How do I build a cross-department linkage showing how a technical issue in Project Controls affects procurement, execution, finance, contracts, and claims?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Advanced Level, ai, claims",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0089,Learning / Know-How Question Bank,Project Controls,Advanced Level,"How do I challenge weak assumptions, incomplete records, unrealistic forecasts, or unsupported technical conclusions before they reach management or the client?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Advanced Level, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0090,Learning / Know-How Question Bank,Project Controls,Advanced Level,"How do I convert lessons learned from trend curves into updated procedures, checklists, templates, dashboards, or training material?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Advanced Level, dashboard, ai",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0091,Learning / Know-How Question Bank,Project Controls,Professional / Expert Level,"How do I design the governance framework, KPIs, approval gates, escalation rules, and evidence standards for Project Controls?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Professional / Expert Level, evidence, governance",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0092,Learning / Know-How Question Bank,Project Controls,Professional / Expert Level,"How do I lead expert reviews of earned value, forecasting, variance analysis, KPIs, trend curves, and integrated dashboards under high-risk or disputed conditions?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Professional / Expert Level, dashboard, risk, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0093,Learning / Know-How Question Bank,Project Controls,Professional / Expert Level,"How do I defend the department’s position in executive meetings, client meetings, claims negotiations, audits, or dispute scenarios?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Professional / Expert Level, ai, audit, claims",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0094,Learning / Know-How Question Bank,Project Controls,Professional / Expert Level,"How do I transform Project Controls from a reactive function into a predictive, data-driven, risk-based function that supports company profitability?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Professional / Expert Level, data, risk",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0095,Learning / Know-How Question Bank,Project Controls,Professional / Expert Level,"How do I automate, digitize, or standardize EVM, SPI/CPI, forecasting, trend analysis, project dashboards, variance narratives, early-warning metrics without mixing data between projects or weakening auditability?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Professional / Expert Level, dashboard, data, audit, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0096,Learning / Know-How Question Bank,Project Controls,Professional / Expert Level,"How do I mentor junior and intermediate staff so their questions evolve from task execution to technical judgment, commercial awareness, and leadership?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Project Controls, Professional / Expert Level, mentor",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0097,Learning / Know-How Question Bank,Cost Control,Entry Level,"How do I understand the core purpose of Cost Control and its role in budget control, actual cost tracking, committed cost, forecast final cost, variance explanation, and margin protection?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Entry Level, cost, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0098,Learning / Know-How Question Bank,Cost Control,Entry Level,"How do I identify, read, and control the basic records used by this department, including budget, cost codes, committed cost report, actual cost ledger, accruals, forecast at completion, variance log?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Entry Level, cost, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0099,Learning / Know-How Question Bank,Cost Control,Entry Level,"How do I recognize the latest approved information before using it for budget codes, committed cost, or actual cost?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Entry Level, cost",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0100,Learning / Know-How Question Bank,Cost Control,Entry Level,"How do I collect, label, save, and communicate evidence so it can support future decisions, audits, claims, or handover?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Entry Level, ai, evidence, audit, claims",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0101,Learning / Know-How Question Bank,Cost Control,Entry Level,"How do I detect basic errors, missing documents, outdated revisions, wrong quantities, wrong dates, or unapproved assumptions in cost variance?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Entry Level, cost",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0102,Learning / Know-How Question Bank,Cost Control,Entry Level,"How do I know when an issue should be escalated to a senior engineer, manager, commercial team, HSE, QA/QC, or client-facing role?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Entry Level, hse",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0103,Learning / Know-How Question Bank,Cost Control,Intermediate Level,"How do I apply the standard workflow for budget codes from request/initiation through review, approval, execution, and closure?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Intermediate Level",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0104,Learning / Know-How Question Bank,Cost Control,Intermediate Level,"How do I coordinate Cost Control inputs with Planning, Cost, Procurement, QA/QC, HSE, Site, Finance, Contracts, and Maintenance?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Intermediate Level, ai, cost, hse, maintenance",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0105,Learning / Know-How Question Bank,Cost Control,Intermediate Level,How do I validate the technical quality of committed cost and explain whether the available data is sufficient for decision-making?,Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Intermediate Level, ai, data, cost, quality",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0106,Learning / Know-How Question Bank,Cost Control,Intermediate Level,"How do I compare planned versus actual performance for actual cost and identify variance, root cause, responsible party, and immediate action?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Intermediate Level, cost",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0107,Learning / Know-How Question Bank,Cost Control,Intermediate Level,"How do I prepare a professional response, register update, technical note, dashboard input, or management summary for cost variance?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Intermediate Level, dashboard, cost",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0108,Learning / Know-How Question Bank,Cost Control,Intermediate Level,"How do I decide whether an issue affects time, cost, cash flow, quality, HSE, contractual entitlement, operational continuity, or client satisfaction?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Intermediate Level, cost, quality, hse",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0109,Learning / Know-How Question Bank,Cost Control,Advanced Level,"How do I perform root-cause analysis for repeated or high-impact problems related to budget codes, committed cost, and actual cost?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Advanced Level, cost, root-cause",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0110,Learning / Know-How Question Bank,Cost Control,Advanced Level,"How do I quantify or forecast the impact of cost variance on schedule, cost, productivity, cash flow, quality, safety, or maintenance reliability?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Advanced Level, ai, schedule, cost, quality, maintenance, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0111,Learning / Know-How Question Bank,Cost Control,Advanced Level,"How do I optimize cost coding, commitment control, actual cost validation, EAC/ETC, cost variance, recoverable vs non-recoverable cost separation so the department improves speed, accuracy, risk control, and decision quality?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Advanced Level, cost, risk, quality, optimize",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0112,Learning / Know-How Question Bank,Cost Control,Advanced Level,"How do I build a cross-department linkage showing how a technical issue in Cost Control affects procurement, execution, finance, contracts, and claims?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Advanced Level, ai, claims, cost",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0113,Learning / Know-How Question Bank,Cost Control,Advanced Level,"How do I challenge weak assumptions, incomplete records, unrealistic forecasts, or unsupported technical conclusions before they reach management or the client?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Advanced Level, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0114,Learning / Know-How Question Bank,Cost Control,Advanced Level,"How do I convert lessons learned from forecast final cost into updated procedures, checklists, templates, dashboards, or training material?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Advanced Level, dashboard, ai, cost, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0115,Learning / Know-How Question Bank,Cost Control,Professional / Expert Level,"How do I design the governance framework, KPIs, approval gates, escalation rules, and evidence standards for Cost Control?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Professional / Expert Level, evidence, cost, governance",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
QB-LEARN-0116,Learning / Know-How Question Bank,Cost Control,Professional / Expert Level,"How do I lead expert reviews of budget codes, committed cost, actual cost, cost variance, forecast final cost, and margin protection under high-risk or disputed conditions?",Needs training/know-how AI answer,,Problem Solving Engine,Learning / Know-How Solver,YES,YES,AUTO when contract/claim/time/cost related,AUTO when legal/contract/compliance related,OPTIONAL / contextual,records | workflow | checks | risk | output | escalation,Concept → Records Needed → Step-by-step Workflow → Checks → Risk/Impact → Output/Template,"Cost Control, Professional / Expert Level, cost, risk, forecast",Construction_Maintenance_Technical_Question_Bank_Enhanced_Learning_KnowHow.docx
